CSV,p2p_matrix,gpu0_to_gpu1,53.9177,GB/s,
CSV,p2p_matrix,gpu0_to_gpu2,53.5477,GB/s,
CSV,p2p_matrix,gpu0_to_gpu3,53.8934,GB/s,
CSV,p2p_matrix,gpu0_to_gpu4,39.8619,GB/s,
CSV,p2p_matrix,gpu0_to_gpu5,39.8575,GB/s,
CSV,p2p_matrix,gpu0_to_gpu6,39.4549,GB/s,
CSV,p2p_matrix,gpu0_to_gpu7,39.1807,GB/s,
CSV,p2p_matrix,gpu1_to_gpu0,54.1298,GB/s,
CSV,p2p_matrix,gpu1_to_gpu2,54.1431,GB/s,
CSV,p2p_matrix,gpu1_to_gpu3,54.3419,GB/s,
CSV,p2p_matrix,gpu1_to_gpu4,38.3318,GB/s,
CSV,p2p_matrix,gpu1_to_gpu5,40.0470,GB/s,
CSV,p2p_matrix,gpu1_to_gpu6,39.5884,GB/s,
CSV,p2p_matrix,gpu1_to_gpu7,39.7183,GB/s,
CSV,p2p_matrix,gpu2_to_gpu0,53.7571,GB/s,
CSV,p2p_matrix,gpu2_to_gpu1,53.9823,GB/s,
CSV,p2p_matrix,gpu2_to_gpu3,54.1793,GB/s,
CSV,p2p_matrix,gpu2_to_gpu4,39.3184,GB/s,
CSV,p2p_matrix,gpu2_to_gpu5,39.7327,GB/s,
CSV,p2p_matrix,gpu2_to_gpu6,40.5597,GB/s,
CSV,p2p_matrix,gpu2_to_gpu7,39.9534,GB/s,
CSV,p2p_matrix,gpu3_to_gpu0,53.2823,GB/s,
CSV,p2p_matrix,gpu3_to_gpu1,53.8256,GB/s,
CSV,p2p_matrix,gpu3_to_gpu2,53.3251,GB/s,
CSV,p2p_matrix,gpu3_to_gpu4,40.7967,GB/s,
CSV,p2p_matrix,gpu3_to_gpu5,39.9021,GB/s,
CSV,p2p_matrix,gpu3_to_gpu6,39.9587,GB/s,
CSV,p2p_matrix,gpu3_to_gpu7,39.7353,GB/s,
CSV,p2p_matrix,gpu4_to_gpu0,39.5106,GB/s,
CSV,p2p_matrix,gpu4_to_gpu1,39.6691,GB/s,
CSV,p2p_matrix,gpu4_to_gpu2,40.0547,GB/s,
CSV,p2p_matrix,gpu4_to_gpu3,39.2976,GB/s,
CSV,p2p_matrix,gpu4_to_gpu5,53.8006,GB/s,
CSV,p2p_matrix,gpu4_to_gpu6,53.7366,GB/s,
CSV,p2p_matrix,gpu4_to_gpu7,53.8301,GB/s,
CSV,p2p_matrix,gpu5_to_gpu0,39.6561,GB/s,
CSV,p2p_matrix,gpu5_to_gpu1,39.1452,GB/s,
CSV,p2p_matrix,gpu5_to_gpu2,39.4820,GB/s,
CSV,p2p_matrix,gpu5_to_gpu3,40.2766,GB/s,
CSV,p2p_matrix,gpu5_to_gpu4,53.9360,GB/s,
CSV,p2p_matrix,gpu5_to_gpu6,53.8925,GB/s,
CSV,p2p_matrix,gpu5_to_gpu7,53.7589,GB/s,
CSV,p2p_matrix,gpu6_to_gpu0,39.6842,GB/s,
CSV,p2p_matrix,gpu6_to_gpu1,38.4202,GB/s,
CSV,p2p_matrix,gpu6_to_gpu2,39.1406,GB/s,
CSV,p2p_matrix,gpu6_to_gpu3,40.1957,GB/s,
CSV,p2p_matrix,gpu6_to_gpu4,54.0406,GB/s,
CSV,p2p_matrix,gpu6_to_gpu5,53.5249,GB/s,
CSV,p2p_matrix,gpu6_to_gpu7,53.7055,GB/s,
CSV,p2p_matrix,gpu7_to_gpu0,39.5224,GB/s,
CSV,p2p_matrix,gpu7_to_gpu1,39.5413,GB/s,
CSV,p2p_matrix,gpu7_to_gpu2,40.1099,GB/s,
CSV,p2p_matrix,gpu7_to_gpu3,39.7996,GB/s,
CSV,p2p_matrix,gpu7_to_gpu4,53.9121,GB/s,
CSV,p2p_matrix,gpu7_to_gpu5,53.5883,GB/s,
CSV,p2p_matrix,gpu7_to_gpu6,53.4800,GB/s,
